City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
303,Cururupu,BR,2020-08-27 16:44:03,-1.83,-44.87,87.13,63,51,7.11
304,Mattawa,US,2020-08-27 16:40:10,46.74,-119.9,70.0,27,1,3.36
305,Nova Olimpia,BR,2020-08-27 16:44:04,-14.8,-57.29,105.8,19,44,3.91
306,Port-Gentil,GA,2020-08-27 16:44:04,-0.72,8.78,80.6,78,75,17.18
307,Portland,US,2020-08-27 16:42:50,45.52,-122.68,66.0,72,20,5.82
308,Ilulissat,GL,2020-08-27 16:44:04,69.22,-51.1,46.4,61,75,4.7
309,Ruidoso,US,2020-08-27 16:44:05,33.33,-105.67,80.6,22,1,6.93
310,Ambilobe,MG,2020-08-27 16:44:05,-13.2,49.05,70.21,79,1,3.11
311,Stoholm,DK,2020-08-27 16:44:05,56.48,9.15,62.6,63,33,6.93
312,Belfast,GB,2020-08-27 16:44:05,54.58,-5.93,57.2,87,100,5.82
313,Ibra,OM,2020-08-27 16:44:05,22.69,58.53,90.79,40,72,4.9
314,Sorkjosen,NO,2020-08-27 16:44:06,69.8,20.93,50.0,61,75,23.04
315,Xai-Xai,MZ,2020-08-27 16:44:06,-25.05,33.64,63.9,91,41,5.79
316,Okha,RU,2020-08-27 16:44:06,53.57,142.95,52.48,93,100,7.02
317,Tautira,PF,2020-08-27 16:44:06,-17.73,-149.15,71.6,88,20,3.36
318,Gao,ML,2020-08-27 16:44:06,16.64,1.64,96.66,31,24,7.4
319,Svetlyy,RU,2020-08-27 16:44:06,54.67,20.13,64.4,77,75,13.42
320,Jatiroto,ID,2020-08-27 16:44:07,-7.88,111.12,70.2,86,20,1.34
321,Saint-Philippe,RE,2020-08-27 16:44:07,-21.36,55.77,71.6,60,40,4.7
322,Srednekolymsk,RU,2020-08-27 16:44:07,67.45,153.68,40.12,91,91,4.56
323,Normandin,CA,2020-08-27 16:44:07,48.83,-72.53,57.2,62,75,16.11
324,Sept-Iles,CA,2020-08-27 16:43:56,50.2,-66.38,55.4,71,75,16.11
325,Springbok,ZA,2020-08-27 16:44:07,-29.66,17.89,46.26,89,97,10.49
326,Kendari,ID,2020-08-27 16:44:07,-3.94,122.5,74.35,89,71,1.74
327,Talnakh,RU,2020-08-27 16:44:07,69.49,88.4,57.2,76,40,11.18
328,Baruun-Urt,MN,2020-08-27 16:44:08,46.68,113.28,65.77,63,99,7.18
329,Taoudenni,ML,2020-08-27 16:44:08,22.68,-3.98,113.07,7,18,7.92
330,Zhanakorgan,KZ,2020-08-27 16:44:08,43.91,67.25,70.99,33,0,4.72
331,Senanga,ZM,2020-08-27 16:44:08,-16.12,23.27,77.92,17,1,2.8
332,Lata,PT,2020-08-27 16:44:08,40.16,-8.33,81.0,68,0,7.0
333,Ko Samui,TH,2020-08-27 16:41:30,9.54,99.94,84.65,76,63,16.15
334,Clyde River,CA,2020-08-27 16:44:08,70.47,-68.59,53.6,54,20,5.82
335,Severo-Kurilsk,RU,2020-08-27 16:44:09,50.68,156.12,51.06,89,100,13.38
336,Saurimo,AO,2020-08-27 16:44:09,-9.66,20.39,76.55,56,95,11.12
337,Grindavik,IS,2020-08-27 16:44:09,63.84,-22.43,51.8,76,75,17.22
338,Victoria,HK,2020-08-27 16:44:05,22.29,114.16,84.0,74,71,4.29
339,Banff,CA,2020-08-27 16:41:01,51.18,-115.57,55.0,76,21,1.99
340,Batesville,US,2020-08-27 16:44:09,35.77,-91.64,75.99,88,40,3.36
341,Aleysk,RU,2020-08-27 16:40:05,52.49,82.78,59.77,84,100,5.19
342,Dalmau,IN,2020-08-27 16:44:09,26.07,81.03,85.05,71,100,6.6
343,Vilyuysk,RU,2020-08-27 16:44:10,63.76,121.62,45.59,57,0,4.56
344,Hay River,CA,2020-08-27 16:42:05,60.82,-115.8,55.4,93,90,12.75
345,Nabire,ID,2020-08-27 16:44:10,-3.37,135.48,75.56,89,20,4.16
346,Lasa,IT,2020-08-27 16:44:10,46.62,10.7,66.2,59,72,2.24
347,Santa Marta De Tormes,ES,2020-08-27 16:44:10,40.95,-5.63,89.6,29,0,9.17
348,Kukuna,SL,2020-08-27 16:44:10,9.4,-12.67,78.98,90,99,3.94
349,Nelson Bay,AU,2020-08-27 16:44:11,-32.72,152.15,52.0,53,2,14.99
350,Peleduy,RU,2020-08-27 16:44:11,59.63,112.74,48.58,64,14,4.41
351,Latung,PH,2020-08-27 16:44:11,5.5,120.88,83.68,73,100,6.33
352,Saint-Augustin,CA,2020-08-27 16:44:11,51.23,-58.65,53.4,87,100,18.37
353,Aksu,CN,2020-08-27 16:44:11,41.12,80.26,75.92,31,99,5.28
354,Bose,IT,2020-08-27 16:44:11,45.46,8.01,86.0,61,6,3.0
355,Cayenne,GF,2020-08-27 16:41:14,4.93,-52.33,91.4,63,25,4.7
356,Pandamatenga,BW,2020-08-27 16:44:11,-18.53,25.63,73.96,20,15,6.64
357,Provideniya,RU,2020-08-27 16:44:12,64.38,-173.3,47.16,85,38,2.21
358,Muswellbrook,AU,2020-08-27 16:44:12,-32.27,150.9,42.21,74,14,6.13
359,Grand Gaube,MU,2020-08-27 16:44:12,-20.01,57.66,71.01,76,4,3.0
360,Taltal,CL,2020-08-27 16:44:12,-25.4,-70.48,63.48,52,0,7.83
361,Faya,SA,2020-08-27 16:44:12,18.39,42.45,73.4,83,40,4.7
362,Santa Ana,US,2020-08-27 16:44:12,33.75,-117.87,82.0,64,20,3.36
363,Quatre Cocos,MU,2020-08-27 16:44:13,-20.21,57.76,71.6,83,40,12.75
364,Kibala,TD,2020-08-27 16:44:13,9.11,18.35,89.6,55,20,4.7
365,Tevaitoa,PF,2020-08-27 16:44:13,-16.78,-151.5,77.81,76,4,15.28
366,Muchkapskiy,RU,2020-08-27 16:42:00,51.85,42.47,71.98,46,99,7.07
367,Mehamn,NO,2020-08-27 16:44:13,71.04,27.85,46.4,75,75,21.92
368,Hirara,JP,2020-08-27 16:44:13,24.8,125.28,83.32,84,100,21.77
369,Rabo De Peixe,PT,2020-08-27 16:44:13,37.8,-25.58,77.0,88,40,10.29
370,Voh,NC,2020-08-27 16:44:14,-20.97,164.7,63.19,79,26,5.12
371,Olafsvik,IS,2020-08-27 16:44:14,64.89,-23.71,51.8,77,96,10.31
372,Snellville,US,2020-08-27 16:42:08,33.86,-84.02,87.01,70,20,5.82
373,Rorvik,NO,2020-08-27 16:44:14,64.86,11.24,53.6,76,75,4.7
374,Gambiran,ID,2020-08-27 16:44:14,-6.8,111.5,73.65,78,74,6.22
375,Rio Grande,BR,2020-08-27 16:44:14,-32.03,-52.1,60.8,93,75,5.82
376,Coos Bay,US,2020-08-27 16:42:35,43.37,-124.22,62.01,93,20,5.82
377,Nouadhibou,MR,2020-08-27 16:44:15,20.93,-17.03,89.6,55,0,17.22
378,Haicheng,CN,2020-08-27 16:44:15,40.85,122.75,69.4,94,99,2.06
379,Dunedin,NZ,2020-08-27 16:44:15,-45.87,170.5,42.01,84,99,4.0
380,Manta,EC,2020-08-27 16:44:08,-0.95,-80.73,77.0,73,90,4.7
381,Los Llanos De Aridane,ES,2020-08-27 16:44:15,28.66,-17.92,86.0,58,1,14.99
382,Bulgan,MN,2020-08-27 16:44:15,48.81,103.53,51.19,89,94,6.62
383,Tecoanapa,MX,2020-08-27 16:44:16,16.52,-98.75,80.73,79,100,7.47
384,Aswan,EG,2020-08-27 16:44:16,24.09,32.91,94.14,15,0,10.92
385,Bracebridge,CA,2020-08-27 16:39:59,45.03,-79.32,73.99,88,90,8.05
386,Rawson,AR,2020-08-27 16:44:16,-43.3,-65.1,60.66,36,4,16.84
387,Yamoussoukro,CI,2020-08-27 16:44:16,6.82,-5.28,87.8,62,75,9.17
388,Sinnamary,GF,2020-08-27 16:44:17,5.38,-52.95,84.74,73,2,6.64
389,Porto De Moz,BR,2020-08-27 16:44:17,-1.75,-52.24,97.41,38,10,3.8
390,Deputatskiy,RU,2020-08-27 16:44:17,69.3,139.9,27.45,97,0,1.77
391,Bonavista,CA,2020-08-27 16:44:17,48.65,-53.11,61.0,83,35,1.01
392,Sambava,MG,2020-08-27 16:44:17,-14.27,50.17,72.99,78,9,11.3
393,Ternate,ID,2020-08-27 16:44:17,0.8,127.4,80.02,78,96,4.34
394,Mbini,GQ,2020-08-27 16:44:18,1.57,9.61,77.59,86,99,10.33
395,Urcos,PE,2020-08-27 16:44:18,-13.69,-71.62,64.4,23,20,3.36
396,Avera,US,2020-08-27 16:44:18,33.19,-82.53,87.8,70,40,3.36
397,Ribnitz-Damgarten,DE,2020-08-27 16:44:18,54.25,12.47,64.99,67,75,13.87
398,Trat,TH,2020-08-27 16:44:18,12.5,102.5,76.71,84,100,1.74
399,Nantucket,US,2020-08-27 16:44:19,41.28,-70.1,68.0,60,75,12.75
400,Flinders,AU,2020-08-27 16:44:19,-34.58,150.86,55.0,71,33,1.01
401,Boueni,YT,2020-08-27 16:44:19,-12.9,45.08,77.0,78,75,4.7
402,Vila Franca Do Campo,PT,2020-08-27 16:44:19,37.72,-25.43,77.0,88,40,10.29
403,Santa Rosa,PH,2020-08-27 16:39:47,14.31,121.11,84.99,83,66,4.7
404,Constanta,RO,2020-08-27 16:44:20,44.18,28.65,89.6,54,40,11.41
405,Mildura,AU,2020-08-27 16:44:20,-34.2,142.15,48.2,87,0,3.36
406,Luang Prabang,LA,2020-08-27 16:44:21,19.89,102.13,76.21,76,63,1.97
407,Hailar,CN,2020-08-27 16:44:21,49.2,119.7,58.86,81,100,13.58
408,Bayevo,RU,2020-08-27 16:44:22,53.28,80.77,58.37,90,51,6.78
409,Show Low,US,2020-08-27 16:39:42,34.25,-110.03,82.0,30,1,9.17
410,Okhotsk,RU,2020-08-27 16:44:22,59.38,143.3,53.01,73,91,4.03
411,Pafos,CY,2020-08-27 16:44:23,34.77,32.42,82.4,78,20,10.29
412,Alice Springs,AU,2020-08-27 16:40:07,-23.7,133.88,60.8,25,0,1.12
413,Daniel Flores,CR,2020-08-27 16:44:23,9.34,-83.67,76.87,77,96,3.31
414,Lazaro Cardenas,MX,2020-08-27 16:44:23,17.96,-102.2,77.67,90,100,1.77
415,Evensk,RU,2020-08-27 16:44:23,61.95,159.23,45.97,72,85,12.37
416,Fairmont,US,2020-08-27 16:41:33,39.49,-80.14,82.99,72,94,10.76
417,Jalu,LY,2020-08-27 16:44:23,29.03,21.55,88.86,25,0,6.71
418,Carmo Do Rio Verde,BR,2020-08-27 16:42:52,-15.35,-49.71,97.41,9,40,3.02
419,Kupang,ID,2020-08-27 16:44:24,-10.17,123.58,74.7,64,3,8.39
420,Praia,CV,2020-08-27 16:39:35,14.92,-23.51,84.2,74,75,11.41
421,Calabozo,VE,2020-08-27 16:44:24,8.92,-67.43,87.04,69,13,5.41
422,Havre-Saint-Pierre,CA,2020-08-27 16:44:24,50.23,-63.6,53.6,76,90,12.75
423,Kotovo,RU,2020-08-27 16:44:25,50.32,44.8,73.53,42,40,9.15
424,Pak Phanang,TH,2020-08-27 16:44:25,8.35,100.2,81.27,77,85,8.97
425,Floro,NO,2020-08-27 16:44:25,61.6,5.03,60.8,67,40,14.99
426,Homer,US,2020-08-27 16:44:25,59.64,-151.55,51.01,84,96,8.01
427,Binabalian,PH,2020-08-27 16:44:25,16.42,119.93,82.99,78,100,10.04
428,Trairi,BR,2020-08-27 16:44:25,-3.28,-39.27,85.01,53,48,16.96
429,Uthal,PK,2020-08-27 16:44:26,25.81,66.62,83.23,83,100,6.35
430,Port Hedland,AU,2020-08-27 16:44:27,-20.32,118.57,66.2,68,0,6.93
431,Axim,GH,2020-08-27 16:44:28,4.87,-2.24,78.46,78,68,10.36
432,Chernyshevskiy,RU,2020-08-27 16:44:28,63.01,112.47,43.84,61,61,2.75
433,Saint-Imier,CH,2020-08-27 16:44:29,47.15,7.0,77.0,40,20,6.93
434,Matamoros,MX,2020-08-27 16:44:30,25.53,-103.25,84.99,45,75,4.7
435,Auki,SB,2020-08-27 16:44:31,-8.77,160.7,78.22,85,97,4.03
436,Dongying,CN,2020-08-27 16:44:31,37.46,118.49,70.74,80,37,2.71
437,Namatanai,PG,2020-08-27 16:44:31,-3.67,152.43,78.93,82,49,6.91
438,Azangaro,PE,2020-08-27 16:44:31,-14.92,-70.22,59.0,21,0,4.7
439,Santa Fe,AR,2020-08-27 16:44:31,-31.63,-60.7,66.99,59,99,1.99
440,Novo Aripuana,BR,2020-08-27 16:44:31,-5.12,-60.38,96.58,36,91,1.21
441,Elizabethtown,US,2020-08-27 16:44:32,37.69,-85.86,82.0,88,1,4.7
442,Rantepao,ID,2020-08-27 16:44:32,-2.97,119.9,65.61,84,88,1.66
443,Honningsvag,NO,2020-08-27 16:44:32,70.98,25.97,46.4,70,40,14.99
444,Prince Rupert,CA,2020-08-27 16:44:32,54.32,-130.32,51.8,93,1,3.56
445,Beringovskiy,RU,2020-08-27 16:44:32,63.05,179.32,48.43,87,81,6.06
446,Bobcaygeon,CA,2020-08-27 16:44:33,44.55,-78.54,78.8,78,75,14.99
447,College,US,2020-08-27 16:44:33,64.86,-147.8,50.0,93,75,3.36
448,Bosaso,SO,2020-08-27 16:44:33,11.28,49.18,91.29,49,29,2.66
449,Solnechnyy,RU,2020-08-27 16:44:33,50.72,136.63,58.3,69,100,3.6
450,Yangjiang,CN,2020-08-27 16:44:34,21.85,111.97,78.91,84,37,2.86
451,Xapuri,BR,2020-08-27 16:44:34,-10.65,-68.5,93.2,46,20,12.75
452,Hami,CN,2020-08-27 16:44:34,42.8,93.45,76.01,18,93,3.18
453,Itaituba,BR,2020-08-27 16:44:34,-4.28,-55.98,98.6,42,75,4.7
454,Patan,NP,2020-08-27 16:44:35,27.67,85.33,71.6,100,75,6.93
455,Hachinohe,JP,2020-08-27 16:44:35,40.5,141.5,73.4,100,75,3.36
456,Brewster,US,2020-08-27 16:44:35,41.4,-73.62,82.0,69,1,13.87
457,Yamada,JP,2020-08-27 16:44:35,39.47,141.95,75.87,86,6,5.79
458,Port Blair,IN,2020-08-27 16:41:00,11.67,92.75,82.13,73,92,7.16
459,Irbeyskoye,RU,2020-08-27 16:44:35,55.64,95.45,52.97,83,52,3.33
460,Anloga,GH,2020-08-27 16:44:35,5.79,0.9,82.4,69,20,16.11
461,Masaba,PH,2020-08-27 16:44:36,10.53,123.97,80.6,83,75,2.24
462,Abalak,RU,2020-08-27 16:44:36,58.13,68.59,56.05,93,98,3.36
463,Tabuk,PH,2020-08-27 16:40:35,17.42,121.44,73.53,79,98,4.03
464,Leon Valley,US,2020-08-27 16:44:36,29.5,-98.62,91.0,51,0,1.99
465,Sisimiut,GL,2020-08-27 16:44:36,66.94,-53.67,50.81,61,85,5.57
466,Severo-Yeniseyskiy,RU,2020-08-27 16:44:36,60.37,93.04,47.05,97,88,3.91
467,Homestead,US,2020-08-27 16:46:46,25.47,-80.48,91.99,100,20,10.29
468,La Ronge,CA,2020-08-27 16:44:37,55.1,-105.28,62.6,67,75,4.7
469,Hualmay,PE,2020-08-27 16:44:37,-11.1,-77.61,67.26,67,56,7.85
470,Jiwani,PK,2020-08-27 16:44:37,25.05,61.74,81.66,88,100,12.82
471,Muros,ES,2020-08-27 16:44:37,42.78,-9.06,70.0,93,97,8.01
472,Peterhead,GB,2020-08-27 16:44:37,57.51,-1.8,55.4,76,90,9.17
473,Lensk,RU,2020-08-27 16:44:38,60.73,114.93,47.32,56,4,7.05
474,Athabasca,CA,2020-08-27 16:44:38,54.72,-113.29,60.57,61,34,10.45
475,Chuy,UY,2020-08-27 16:44:38,-33.7,-53.46,56.68,98,100,12.26
476,Wajima,JP,2020-08-27 16:44:38,37.4,136.9,81.66,79,0,2.44
477,Nioki,CD,2020-08-27 16:44:38,-2.72,17.68,71.73,93,100,1.99
478,San Julian,MX,2020-08-27 16:44:39,21.02,-102.17,68.61,76,20,11.81
479,Linjiang,CN,2020-08-27 16:44:39,41.81,126.91,69.67,88,48,3.27
480,Kalmunai,LK,2020-08-27 16:44:39,7.42,81.82,81.77,74,25,11.54
481,Puerto Escondido,MX,2020-08-27 16:44:40,15.85,-97.07,82.4,51,90,7.94
482,Sharjah,AE,2020-08-27 16:44:40,25.36,55.4,102.2,42,53,4.7
483,Razole,IN,2020-08-27 16:44:40,16.48,81.83,76.91,92,100,3.8
484,Tokat,TR,2020-08-27 16:44:40,40.42,36.58,56.53,93,75,6.2
485,Praya,CV,2020-08-27 16:44:40,14.92,-23.51,84.2,74,75,11.41
486,Serik,TR,2020-08-27 16:44:40,36.92,31.1,86.0,55,20,8.05
487,Banes,CU,2020-08-27 16:44:41,20.96,-75.72,89.6,62,40,10.29
488,Kutum,SD,2020-08-27 16:44:42,14.2,24.67,74.37,72,96,7.81
489,Abu Samrah,SY,2020-08-27 16:46:49,35.3,37.18,79.05,50,0,9.53
490,Bokovskaya,RU,2020-08-27 16:44:42,49.23,41.83,74.55,37,99,7.4
491,Karratha,AU,2020-08-27 16:44:42,-20.74,116.85,75.06,54,0,5.97
492,Saint-Joseph,RE,2020-08-27 16:44:42,-21.37,55.62,71.6,60,40,4.7
493,Biltine,TD,2020-08-27 16:44:42,14.53,20.92,78.42,71,99,9.08
494,Rebrikha,RU,2020-08-27 16:44:42,53.07,82.34,59.11,87,100,2.62
495,Muzhi,RU,2020-08-27 16:44:42,65.37,64.67,55.81,85,93,6.42
496,Alta Floresta,BR,2020-08-27 16:44:42,-9.88,-56.09,96.19,27,48,5.08
497,Otavi,NA,2020-08-27 16:44:43,-19.65,17.33,76.5,23,84,10.98
498,Algeciras,ES,2020-08-27 16:44:43,36.13,-5.45,82.4,69,5,5.82
499,Zhigansk,RU,2020-08-27 16:44:43,66.77,123.37,47.62,55,37,7.34
500,Ayan,RU,2020-08-27 16:44:43,56.45,138.17,51.06,86,100,2.55
501,Ust-Barguzin,RU,2020-08-27 16:44:43,53.45,108.98,58.42,72,100,8.9
502,Dingle,PH,2020-08-27 16:44:43,11.0,122.67,75.51,86,94,3.4
503,Leshukonskoye,RU,2020-08-27 16:44:44,64.9,45.76,52.25,82,18,6.67
504,Baker City,US,2020-08-27 16:44:44,44.77,-117.83,64.99,45,1,4.7
505,Krasnyy Chikoy,RU,2020-08-27 16:44:44,50.36,108.75,52.32,88,80,2.3
506,Cotonou,BJ,2020-08-27 16:44:44,6.37,2.42,80.6,78,40,13.87
507,San Quintin,MX,2020-08-27 16:44:44,30.48,-115.95,78.93,60,39,6.24
508,Iqaluit,CA,2020-08-27 16:44:46,63.75,-68.51,57.2,50,75,5.82
509,Dongsheng,CN,2020-08-27 16:44:46,39.82,109.98,65.37,57,58,6.8
510,Anahuac,MX,2020-08-27 16:44:46,27.23,-100.15,91.4,55,5,8.05
511,Sinegorye,RU,2020-08-27 16:44:46,62.08,150.48,38.79,84,99,3.15
512,Camacha,PT,2020-08-27 16:44:46,33.08,-16.33,78.8,65,20,10.29
513,Yatou,CN,2020-08-27 16:44:46,37.15,122.38,72.19,95,85,2.66
514,Pacific Grove,US,2020-08-27 16:40:21,36.62,-121.92,60.8,77,90,6.93
515,Upata,VE,2020-08-27 16:44:47,8.01,-62.4,88.0,68,43,1.01
516,Lodwar,KE,2020-08-27 16:44:47,3.12,35.6,91.29,30,6,10.16
517,Malartic,CA,2020-08-27 16:44:47,48.13,-78.13,55.4,76,75,4.7
518,Kavaratti,IN,2020-08-27 16:44:48,10.57,72.64,82.51,75,100,13.73
519,Lithgow,AU,2020-08-27 16:44:48,-33.48,150.15,44.01,67,5,14.0
520,Mogadishu,SO,2020-08-27 16:41:18,2.04,45.34,77.16,81,6,13.91
521,Hobyo,SO,2020-08-27 16:44:48,5.35,48.53,76.55,82,99,27.09
522,Coquimbo,CL,2020-08-27 16:44:48,-29.95,-71.34,57.2,71,20,11.41
523,Lixourion,GR,2020-08-27 16:44:48,38.2,20.43,86.0,66,0,10.29
524,Kloulklubed,PW,2020-08-27 16:44:49,7.04,134.26,78.8,88,75,8.05
525,Mandera,KE,2020-08-27 16:44:49,3.94,41.87,83.52,47,14,11.92
526,Kotka,FI,2020-08-27 16:44:49,60.47,26.95,60.8,59,47,5.82
527,Maglie,IT,2020-08-27 16:44:49,40.12,18.3,86.0,58,0,8.05
528,Henties Bay,NA,2020-08-27 16:44:49,-22.12,14.28,55.0,90,1,5.01
529,Awbari,LY,2020-08-27 16:44:49,26.59,12.78,97.2,13,0,8.1
530,Katobu,ID,2020-08-27 16:44:49,-4.94,122.53,74.57,87,48,4.47
531,Aguimes,ES,2020-08-27 16:44:49,27.91,-15.45,93.2,41,0,21.92
532,Sistranda,NO,2020-08-27 16:44:50,63.73,8.83,57.2,67,20,11.41
533,Nichinan,JP,2020-08-27 16:44:50,31.6,131.37,77.0,88,27,5.01
534,Sao Joao Evangelista,BR,2020-08-27 16:44:50,-18.55,-42.76,74.19,50,73,4.99
535,Liepaja,LV,2020-08-27 16:44:50,56.54,21.04,60.8,72,94,4.7
536,Viedma,AR,2020-08-27 16:40:25,-40.81,-63.0,62.01,48,0,7.0
537,Jacareacanga,BR,2020-08-27 16:44:51,-6.22,-57.75,99.63,29,83,1.81
538,Camingawan,PH,2020-08-27 16:44:51,9.9,122.84,76.46,84,90,1.74
539,Port Macquarie,AU,2020-08-27 16:44:02,-31.43,152.92,39.99,97,0,6.51
540,Ginda,IN,2020-08-27 16:44:51,30.69,78.49,64.35,84,41,3.8
541,Komsomolskiy,UZ,2020-08-27 16:44:51,40.43,71.72,71.6,60,4,2.24
542,Miles City,US,2020-08-27 16:44:51,46.41,-105.84,73.4,64,1,4.7
543,Naryan-Mar,RU,2020-08-27 16:44:52,67.67,53.09,53.76,84,95,4.63
544,Ribeira Brava,PT,2020-08-27 16:44:52,32.65,-17.07,87.01,51,20,23.04
545,Zhezkazgan,KZ,2020-08-27 16:44:52,47.8,67.71,73.76,41,52,8.93
546,Mayo,US,2020-08-27 16:44:53,38.89,-76.51,91.99,62,1,9.17
