City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Description
273,San Quintin,MX,2020-08-30 18:04:54,30.48,-115.95,71.87,68,71,10.63,broken clouds
274,Acajutla,SV,2020-08-30 18:02:55,13.59,-89.83,82.99,65,1,5.82,clear sky
275,Coahuayana,MX,2020-08-30 18:05:04,18.73,-103.68,75.2,83,90,1.72,mist
276,Dum Duma,IN,2020-08-30 18:05:05,27.57,95.57,75.81,94,100,1.66,light rain
277,Makakilo City,US,2020-08-30 18:01:36,21.35,-158.09,78.8,65,20,4.7,few clouds
278,Mawlaik,MM,2020-08-30 18:05:05,23.63,94.42,78.3,92,100,0.49,overcast clouds
279,Peleduy,RU,2020-08-30 18:05:05,59.63,112.74,51.42,87,65,0.54,broken clouds
280,Mae Hong Son,TH,2020-08-30 18:05:05,19.3,97.97,74.98,86,100,1.25,overcast clouds
281,Dunedin,NZ,2020-08-30 18:02:49,-45.87,170.5,47.03,73,100,7.43,overcast clouds
282,Isla Vista,US,2020-08-30 18:04:44,34.41,-119.86,69.01,77,90,4.7,overcast clouds
283,Lexington,US,2020-08-30 18:05:06,37.99,-84.48,80.01,47,1,9.17,clear sky
284,Hofn,IS,2020-08-30 18:05:06,64.25,-15.21,53.6,93,90,12.75,mist
285,Airai,TL,2020-08-30 18:05:07,-8.93,125.41,56.52,100,22,3.85,few clouds
286,Tezu,IN,2020-08-30 18:05:07,27.92,96.17,78.03,76,99,1.66,light rain
287,Iracoubo,GF,2020-08-30 18:05:07,5.48,-53.2,85.68,69,43,14.67,light rain
288,North Bend,US,2020-08-30 18:05:07,43.41,-124.22,72.0,55,1,11.41,clear sky
289,Meulaboh,ID,2020-08-30 18:05:07,4.14,96.13,77.54,87,98,2.64,moderate rain
290,Tashla,RU,2020-08-30 18:05:08,51.77,52.74,65.37,67,47,8.46,scattered clouds
291,Bela,IN,2020-08-30 18:05:08,25.93,81.98,82.18,76,20,4.45,few clouds
292,Eureka,US,2020-08-30 18:02:01,40.8,-124.16,64.0,71,40,6.93,scattered clouds
293,Shumyachi,RU,2020-08-30 18:05:08,53.86,32.42,69.01,75,0,11.05,clear sky
294,Honiara,SB,2020-08-30 18:03:32,-9.43,159.95,75.2,100,20,2.24,few clouds
295,Xining,CN,2020-08-30 18:05:09,36.62,101.77,48.61,81,14,1.03,few clouds
296,Maniitsoq,GL,2020-08-30 18:05:09,65.42,-52.9,49.5,77,80,5.59,broken clouds
297,Masty,BY,2020-08-30 18:05:09,53.41,24.54,62.33,96,38,9.55,light rain
298,Lompoc,US,2020-08-30 18:00:48,34.64,-120.46,60.8,87,90,3.36,overcast clouds
299,Port Blair,IN,2020-08-30 18:00:11,11.67,92.75,82.13,80,82,8.43,moderate rain
300,San Patricio,MX,2020-08-30 18:05:10,19.22,-104.7,79.09,88,99,1.99,light rain
301,Bontang,ID,2020-08-30 18:05:10,0.13,117.5,77.81,87,44,5.03,light rain
302,Kalmunai,LK,2020-08-30 18:02:05,7.42,81.82,81.7,79,98,5.06,overcast clouds
303,Gat,IL,2020-08-30 18:05:10,31.61,34.76,84.99,76,0,3.85,clear sky
304,Hammerfest,NO,2020-08-30 18:05:11,70.66,23.68,46.4,70,40,19.46,scattered clouds
305,Mayumba,GA,2020-08-30 18:04:10,-3.43,10.66,73.98,86,52,8.39,broken clouds
306,Nanortalik,GL,2020-08-30 18:05:11,60.14,-45.24,48.4,74,100,10.47,overcast clouds
307,Khuzhir,RU,2020-08-30 18:05:11,53.19,107.34,54.73,91,100,3.51,overcast clouds
308,Lorengau,PG,2020-08-30 18:03:27,-2.02,147.27,81.25,80,92,9.4,light rain
309,Carnarvon,AU,2020-08-30 18:05:12,-24.87,113.63,62.6,88,0,9.17,clear sky
310,Slave Lake,CA,2020-08-30 18:05:12,55.28,-114.77,50.0,66,40,29.97,scattered clouds
311,Long,TH,2020-08-30 18:05:12,18.08,99.83,77.0,87,100,0.6,overcast clouds
312,Tigil,RU,2020-08-30 18:04:26,57.8,158.67,42.87,88,68,5.21,broken clouds
313,Zhuanghe,CN,2020-08-30 18:05:12,39.7,122.99,73.0,88,1,3.91,clear sky
314,Sarh,TD,2020-08-30 18:01:48,9.14,18.39,82.4,69,20,2.53,few clouds
315,Sapa,PH,2020-08-30 18:05:13,5.15,120.32,82.09,74,58,3.56,broken clouds
316,Puerto Suarez,BO,2020-08-30 18:05:13,-18.95,-57.8,102.2,33,11,5.03,smoke
317,Teya,RU,2020-08-30 18:05:13,60.38,92.63,49.39,88,30,1.45,scattered clouds
318,Vao,NC,2020-08-30 18:05:13,-22.67,167.48,66.67,65,79,13.62,broken clouds
319,Isabela,PH,2020-08-30 18:05:13,6.71,121.97,78.82,81,72,1.68,broken clouds
320,Bayir,TR,2020-08-30 18:05:14,37.27,28.22,78.8,65,0,3.56,clear sky
321,Cherskiy,RU,2020-08-30 18:05:14,68.75,161.3,38.35,89,100,10.96,overcast clouds
322,Rocha,UY,2020-08-30 18:05:14,-34.48,-54.33,53.31,51,24,7.7,few clouds
323,Tevaitoa,PF,2020-08-30 18:05:14,-16.78,-151.5,77.54,74,7,24.11,clear sky
324,Roseburg,US,2020-08-30 18:05:15,43.22,-123.34,66.0,45,1,11.41,clear sky
325,Kudahuvadhoo,MV,2020-08-30 18:01:39,2.67,72.89,84.31,65,61,4.68,broken clouds
326,Tevriz,RU,2020-08-30 18:02:41,57.51,72.4,64.63,94,8,3.2,clear sky
327,Ketchikan,US,2020-08-30 18:05:03,55.34,-131.65,53.6,100,90,13.87,moderate rain
328,Bell Ville,AR,2020-08-30 18:05:15,-32.63,-62.69,64.0,18,0,4.5,clear sky
329,Vijapur,IN,2020-08-30 18:05:16,23.57,72.75,78.8,94,75,8.05,mist
330,Ugoofaaru,MV,2020-08-30 18:05:16,5.67,73.0,83.43,70,2,6.04,clear sky
331,Bremervorde,DE,2020-08-30 18:05:17,53.48,9.13,66.99,71,5,8.86,clear sky
332,Broome,US,2020-08-30 18:05:17,42.25,-75.83,71.01,60,49,3.0,scattered clouds
333,Muros,ES,2020-08-30 18:05:17,42.78,-9.06,68.0,58,0,11.99,clear sky
334,Pucallpa,PE,2020-08-30 18:05:17,-8.38,-74.55,93.2,52,75,5.82,broken clouds
335,Skjervoy,NO,2020-08-30 18:05:18,70.03,20.97,46.4,75,20,11.41,few clouds
336,Mnogovershinnyy,RU,2020-08-30 18:05:18,53.94,139.92,41.92,85,47,4.7,scattered clouds
337,Ixtapa,MX,2020-08-30 18:05:19,20.7,-105.2,84.0,74,90,4.63,overcast clouds
338,Saldanha,ZA,2020-08-30 18:05:19,-33.01,17.94,50.0,66,0,4.7,clear sky
339,Alice Springs,AU,2020-08-30 18:01:09,-23.7,133.88,53.6,32,0,1.12,clear sky
340,Lata,PT,2020-08-30 18:05:19,40.16,-8.33,73.99,55,0,5.01,clear sky
341,Paceco,IT,2020-08-30 18:05:20,37.98,12.56,87.8,74,20,14.99,few clouds
342,Fortuna,US,2020-08-30 18:03:05,40.6,-124.16,66.0,67,1,4.7,clear sky
343,Cedar City,US,2020-08-30 18:04:23,37.68,-113.06,80.6,13,1,14.99,clear sky
344,Christchurch,NZ,2020-08-30 18:05:20,-43.53,172.63,50.0,80,1,1.12,clear sky
345,Kristiinankaupunki,FI,2020-08-30 18:05:20,62.27,21.38,58.01,72,83,11.5,light rain
346,Dharchula,IN,2020-08-30 18:05:21,29.85,80.53,69.64,78,84,0.47,light rain
347,Tura,IN,2020-08-30 18:05:21,25.52,90.22,76.17,90,100,3.58,overcast clouds
348,Cabo San Lucas,MX,2020-08-30 18:05:21,22.89,-109.91,88.0,83,40,10.29,scattered clouds
349,Thunder Bay,CA,2020-08-30 18:01:15,48.4,-89.32,59.0,77,75,10.29,broken clouds
350,Grand-Lahou,CI,2020-08-30 18:05:22,5.14,-5.02,75.6,83,56,10.49,broken clouds
351,Mugur-Aksy,RU,2020-08-30 18:05:22,50.35,90.5,41.68,68,88,2.46,overcast clouds
352,Outlook,CA,2020-08-30 18:05:23,51.5,-107.05,56.84,44,36,19.1,scattered clouds
353,Shache,CN,2020-08-30 18:05:23,38.42,77.24,69.49,31,45,8.21,scattered clouds
354,Severo-Kurilsk,RU,2020-08-30 18:05:23,50.68,156.12,49.35,89,29,15.28,scattered clouds
355,Loandjili,CG,2020-08-30 18:05:23,-4.76,11.86,75.2,78,40,9.17,scattered clouds
356,Moundou,TD,2020-08-30 18:05:23,8.57,16.08,72.99,95,98,2.17,overcast clouds
357,Krasnovishersk,RU,2020-08-30 18:05:24,60.41,57.08,57.27,96,90,7.23,overcast clouds
358,Abha,SA,2020-08-30 18:05:24,18.22,42.51,80.6,16,87,12.75,overcast clouds
359,Ahipara,NZ,2020-08-30 18:05:24,-35.17,173.17,53.19,87,36,5.59,scattered clouds
360,Kavieng,PG,2020-08-30 18:05:25,-2.57,150.8,82.22,75,90,7.18,light rain
361,Nacala,MZ,2020-08-30 18:05:25,-14.54,40.67,73.33,74,0,7.52,clear sky
362,Kamenka,RU,2020-08-30 18:05:25,51.32,42.77,66.7,53,0,6.53,clear sky
363,Iwanai,JP,2020-08-30 18:05:25,42.97,140.51,59.65,89,100,3.74,overcast clouds
364,La Rioja,ES,2020-08-30 18:05:25,42.25,-2.5,64.4,52,75,9.17,broken clouds
365,Bayog,PH,2020-08-30 18:05:26,7.87,123.07,75.06,87,100,0.13,overcast clouds
366,Agutaya,PH,2020-08-30 18:05:26,11.15,120.94,83.57,78,100,9.48,light rain
367,Honolulu,US,2020-08-30 18:02:17,21.31,-157.86,78.8,61,20,16.11,few clouds
368,Bara,NG,2020-08-30 18:05:26,10.37,10.73,77.95,76,76,4.94,broken clouds
369,Boende,CD,2020-08-30 18:05:26,-0.22,20.87,74.07,93,84,2.37,light rain
370,Hervey Bay,AU,2020-08-30 18:05:27,-25.3,152.85,62.01,77,90,5.82,overcast clouds
371,Mhlambanyatsi,SZ,2020-08-30 18:05:27,-26.45,31.02,47.7,98,100,4.92,overcast clouds
372,Agropoli,IT,2020-08-30 18:05:28,40.35,15.0,86.0,58,0,5.82,clear sky
373,Khandbari,NP,2020-08-30 18:05:28,27.37,87.2,73.8,74,67,0.94,broken clouds
374,Padang,ID,2020-08-30 18:05:28,-0.95,100.35,77.88,81,99,5.26,moderate rain
375,Sovetskiy,RU,2020-08-30 18:01:50,61.36,63.58,59.22,97,89,6.33,light rain
376,Panaba,MX,2020-08-30 18:05:29,21.28,-88.27,96.66,43,76,9.37,broken clouds
377,Montepuez,MZ,2020-08-30 18:05:29,-13.13,39.0,72.19,60,0,10.96,clear sky
378,Doha,QA,2020-08-30 18:02:05,25.29,51.53,95.0,59,0,4.7,clear sky
379,Santa Cruz Del Sur,CU,2020-08-30 18:05:30,20.71,-78.0,89.11,58,10,4.45,clear sky
380,Karlskrona,SE,2020-08-30 18:03:57,56.16,15.59,62.6,88,12,3.36,few clouds
381,Guaratuba,BR,2020-08-30 18:00:49,-25.88,-48.57,73.4,78,20,18.34,few clouds
382,Kamiichi,JP,2020-08-30 18:05:31,36.7,137.37,78.01,85,65,2.71,broken clouds
383,Auki,SB,2020-08-30 18:05:32,-8.77,160.7,77.92,87,48,4.21,scattered clouds
384,Doliana,GR,2020-08-30 18:05:32,39.9,20.58,80.6,51,0,4.7,clear sky
385,Strezhevoy,RU,2020-08-30 18:05:32,60.73,77.59,60.8,93,100,6.71,overcast clouds
386,Necochea,AR,2020-08-30 18:04:07,-38.55,-58.74,55.0,51,0,10.0,clear sky
387,Uinskoye,RU,2020-08-30 18:05:33,56.88,56.58,58.23,91,96,6.67,overcast clouds
388,Taitung,TW,2020-08-30 18:05:33,22.76,121.14,80.35,78,15,7.49,few clouds
389,Chifeng,CN,2020-08-30 18:05:33,42.27,118.96,67.48,91,21,0.47,light rain
390,Henties Bay,NA,2020-08-30 18:05:33,-22.12,14.28,55.99,77,0,12.41,clear sky
391,Maragogi,BR,2020-08-30 18:01:15,-9.01,-35.22,78.87,73,4,10.87,clear sky
392,Ardesen,TR,2020-08-30 18:05:34,41.19,40.99,69.8,94,0,6.93,clear sky
393,Shimoda,JP,2020-08-30 18:05:34,34.67,138.95,72.0,93,19,3.04,few clouds
394,Shibetsu,JP,2020-08-30 18:05:34,43.66,145.13,54.48,78,98,9.42,overcast clouds
395,Ndele,CF,2020-08-30 18:05:34,8.41,20.65,71.69,96,94,1.7,overcast clouds
396,Narathiwat,TH,2020-08-30 18:05:34,6.33,101.75,78.8,88,20,3.36,thunderstorm
397,Antofagasta,CL,2020-08-30 18:00:37,-23.65,-70.4,59.0,67,90,12.75,overcast clouds
398,Hoyanger,NO,2020-08-30 18:05:35,61.22,6.07,55.4,50,20,8.05,few clouds
399,Lagoa,PT,2020-08-30 18:05:35,39.05,-27.98,75.11,93,26,11.97,scattered clouds
400,Vanavara,RU,2020-08-30 18:05:35,60.34,102.28,49.01,90,23,2.82,few clouds
401,Severobaykalsk,RU,2020-08-30 18:05:35,55.65,109.32,52.99,84,100,1.19,overcast clouds
402,Kalmar,SE,2020-08-30 18:05:36,56.66,16.36,62.01,82,15,4.7,few clouds
403,Itaituba,BR,2020-08-30 18:05:36,-4.28,-55.98,96.8,41,20,10.29,few clouds
404,Pevek,RU,2020-08-30 18:05:36,69.7,170.31,36.28,86,66,3.31,broken clouds
405,Manggar,ID,2020-08-30 18:05:37,-2.88,108.27,80.53,81,29,13.56,scattered clouds
406,Saint Stephen,GB,2020-08-30 18:05:37,50.33,-4.9,60.8,54,56,5.82,broken clouds
407,Vanino,RU,2020-08-30 18:05:37,49.09,140.25,46.13,92,42,2.77,scattered clouds
408,Serebryanyy Bor,RU,2020-08-30 18:05:38,56.8,124.8,49.89,83,100,4.41,overcast clouds
409,Ostrovnoy,RU,2020-08-30 18:05:38,68.05,39.51,45.39,87,72,8.19,broken clouds
410,Mezen,RU,2020-08-30 18:05:38,65.85,44.24,48.97,97,98,5.99,light rain
411,Abu Dhabi,AE,2020-08-30 18:02:49,24.47,54.37,102.2,63,33,1.12,scattered clouds
412,Borogontsy,RU,2020-08-30 18:05:39,62.67,131.17,49.82,96,100,1.21,overcast clouds
413,Hirara,JP,2020-08-30 18:05:39,24.8,125.28,83.79,80,9,21.36,clear sky
414,Grand Gaube,MU,2020-08-30 18:05:39,-20.01,57.66,70.0,80,1,11.99,light rain
415,Khani,GE,2020-08-30 18:05:39,41.96,42.96,71.6,88,0,2.24,clear sky
416,Itaquyry,PY,2020-08-30 18:05:40,-24.93,-55.22,92.1,29,36,1.23,scattered clouds
417,Nanton,CA,2020-08-30 18:05:40,50.35,-113.77,61.0,45,19,1.99,few clouds
418,Waipawa,NZ,2020-08-30 18:05:40,-41.41,175.52,55.4,76,2,25.28,clear sky
419,Tripoli,LY,2020-08-30 18:02:09,32.88,13.19,87.01,53,0,19.95,clear sky
420,Mana,GF,2020-08-30 18:05:40,5.66,-53.78,86.81,65,65,12.26,light rain
421,Jumla,NP,2020-08-30 18:05:41,29.27,82.18,61.84,70,52,0.76,broken clouds
422,Khvorostyanka,RU,2020-08-30 18:05:41,52.61,48.96,61.57,64,71,3.65,broken clouds
423,Cerqueira Cesar,BR,2020-08-30 18:05:41,-23.04,-49.17,85.01,32,0,7.07,clear sky
424,Labuhan,ID,2020-08-30 18:05:41,-6.88,112.21,76.86,78,45,7.67,scattered clouds
425,Seydisehir,TR,2020-08-30 18:05:42,37.42,31.85,69.91,24,0,0.94,clear sky
426,Yantzaza,EC,2020-08-30 18:05:42,-3.83,-78.76,86.0,33,75,5.82,broken clouds
427,Ryotsu,JP,2020-08-30 18:05:43,38.08,138.43,77.0,100,90,2.24,overcast clouds
428,Baracoa,CU,2020-08-30 18:05:43,20.35,-74.5,85.78,71,27,7.63,scattered clouds
429,Paamiut,GL,2020-08-30 18:05:43,61.99,-49.67,49.26,69,100,9.1,overcast clouds
430,Yar-Sale,RU,2020-08-30 18:04:44,66.83,70.83,38.98,90,47,8.39,scattered clouds
431,Teguise,ES,2020-08-30 18:05:43,29.06,-13.56,77.0,61,20,26.4,few clouds
432,Peniche,PT,2020-08-30 18:05:44,39.36,-9.38,71.01,69,0,14.0,clear sky
433,Taoudenni,ML,2020-08-30 18:05:45,22.68,-3.98,102.09,23,84,9.57,broken clouds
434,Kisiwani,TZ,2020-08-30 18:05:45,-4.13,37.95,69.01,64,1,5.7,clear sky
435,Tual,ID,2020-08-30 18:05:45,-5.67,132.75,78.84,85,93,18.9,overcast clouds
436,Sur,OM,2020-08-30 18:05:46,22.57,59.53,85.64,63,71,10.96,broken clouds
437,Ulaangom,MN,2020-08-30 18:05:46,49.98,92.07,56.3,55,33,2.62,scattered clouds
438,Wanning,CN,2020-08-30 18:05:47,18.8,110.4,79.0,82,68,2.86,broken clouds
439,Inuvik,CA,2020-08-30 18:05:47,68.35,-133.72,41.0,80,90,3.36,overcast clouds
440,Chapais,CA,2020-08-30 18:05:47,49.78,-74.85,55.4,71,90,11.41,overcast clouds
441,Mumford,GH,2020-08-30 18:05:48,5.26,-0.76,75.33,85,100,11.86,overcast clouds
442,Falam,MM,2020-08-30 18:05:48,22.92,93.68,62.49,100,100,2.8,overcast clouds
443,Poland,US,2020-08-30 18:01:20,44.06,-70.39,66.99,55,90,13.87,overcast clouds
444,Mehamn,NO,2020-08-30 18:05:49,71.04,27.85,48.2,66,40,14.99,scattered clouds
445,Ilanskiy,RU,2020-08-30 18:05:49,56.24,96.06,53.06,95,100,5.5,light rain
446,Khonsa,IN,2020-08-30 18:05:49,27.02,95.57,68.74,94,100,2.84,overcast clouds
447,Batagay,RU,2020-08-30 18:05:49,67.63,134.63,44.92,59,66,3.09,broken clouds
448,Sorong,ID,2020-08-30 18:05:50,-0.88,131.25,77.34,89,36,8.59,scattered clouds
449,Bengkulu,ID,2020-08-30 18:05:50,-3.8,102.27,76.78,85,86,4.09,light rain
450,Lavrentiya,RU,2020-08-30 18:05:51,65.58,-171.0,44.8,77,74,17.65,broken clouds
451,Glendive,US,2020-08-30 18:05:51,47.11,-104.71,60.8,44,75,20.8,broken clouds
452,Pacific Grove,US,2020-08-30 18:05:51,36.62,-121.92,62.6,72,90,3.53,overcast clouds
453,Ilirska Bistrica,SI,2020-08-30 18:05:52,45.57,14.24,73.99,87,63,6.96,broken clouds
454,Fuzhou,CN,2020-08-30 18:05:52,26.06,119.31,82.4,88,9,8.95,clear sky
455,Kisangani,CD,2020-08-30 18:05:52,0.52,25.2,73.6,88,22,1.57,few clouds
456,Chipata,ZM,2020-08-30 18:05:52,-13.63,32.65,73.78,23,0,9.69,clear sky
457,Puerto Colombia,CO,2020-08-30 18:01:46,10.99,-74.95,86.0,74,75,4.7,broken clouds
458,Dudinka,RU,2020-08-30 18:05:53,69.41,86.18,48.2,100,90,13.42,fog
459,Aquin,HT,2020-08-30 18:05:53,18.28,-73.4,84.85,74,26,3.4,light rain
460,Isangel,VU,2020-08-30 18:05:53,-19.55,169.27,68.25,83,98,12.62,overcast clouds
461,Akyab,MM,2020-08-30 18:05:53,20.15,92.9,81.84,86,100,6.87,overcast clouds
462,Zhuhai,CN,2020-08-30 18:02:56,22.28,113.57,84.99,83,20,3.36,few clouds
463,Woodstock,CA,2020-08-30 18:04:17,43.13,-80.75,70.0,64,40,8.05,scattered clouds
464,Gorontalo,ID,2020-08-30 18:05:27,0.54,123.06,74.79,87,56,3.36,broken clouds
465,Sakakah,SA,2020-08-30 18:05:54,29.97,40.21,98.6,9,0,9.82,clear sky
466,Bilma,NE,2020-08-30 18:05:54,18.69,12.92,95.09,34,2,9.13,clear sky
467,Coihaique,CL,2020-08-30 18:04:06,-45.58,-72.07,51.8,78,20,6.93,few clouds
468,Taraz,KZ,2020-08-30 18:05:55,42.9,71.37,60.8,82,6,4.47,clear sky
469,Korla,CN,2020-08-30 18:05:55,41.76,86.15,75.99,61,6,3.0,clear sky
470,Ust-Nera,RU,2020-08-30 18:05:55,64.57,143.2,44.29,76,96,0.92,overcast clouds
471,Vila Velha,BR,2020-08-30 18:05:56,-20.33,-40.29,80.6,74,20,16.11,few clouds
472,Milkovo,RU,2020-08-30 18:05:56,54.72,158.62,38.16,89,51,1.3,broken clouds
473,Predivinsk,RU,2020-08-30 18:05:56,57.07,93.44,52.45,95,33,2.39,scattered clouds
474,Chicama,PE,2020-08-30 18:03:33,-7.84,-79.15,71.02,57,58,11.9,broken clouds
475,Gornopravdinsk,RU,2020-08-30 18:05:56,60.05,69.9,64.51,91,75,7.14,broken clouds
476,Mahebourg,MU,2020-08-30 18:01:40,-20.41,57.7,71.6,83,75,13.87,light intensity shower rain
477,Daru,PG,2020-08-30 18:05:57,-9.08,143.21,77.38,88,100,17.81,light rain
478,Bafq,IR,2020-08-30 18:05:57,31.61,55.41,71.56,22,0,5.08,clear sky
479,Lazaro Cardenas,MX,2020-08-30 18:03:34,17.96,-102.2,82.54,80,100,6.91,light rain
480,Korem,ET,2020-08-30 18:05:58,12.51,39.52,58.41,84,15,3.94,moderate rain
481,Bajil,YE,2020-08-30 18:03:17,15.06,43.29,91.6,46,100,4.7,overcast clouds
482,Coos Bay,US,2020-08-30 18:05:58,43.37,-124.22,72.0,55,1,11.41,clear sky
483,Kawalu,ID,2020-08-30 18:05:58,-7.38,108.21,71.49,89,100,1.9,overcast clouds
484,Makasar,ID,2020-08-30 18:05:59,-5.14,119.42,73.4,83,20,4.7,few clouds
485,Mazagao,BR,2020-08-30 18:01:57,-0.12,-51.29,91.4,63,75,12.75,broken clouds
486,Nicoya,CR,2020-08-30 18:05:59,10.15,-85.45,89.6,59,40,11.41,scattered clouds
487,Qingdao,CN,2020-08-30 18:05:13,36.1,120.37,79.0,88,40,4.47,light rain
488,Glomfjord,NO,2020-08-30 18:05:59,66.82,13.97,51.8,57,75,13.87,broken clouds
489,Yoichi,JP,2020-08-30 18:04:04,43.2,140.77,54.0,100,100,1.99,light rain
490,Hovd,MN,2020-08-30 18:06:00,48.01,91.64,55.71,54,10,1.01,clear sky
491,Emba,KZ,2020-08-30 18:06:00,48.83,58.14,77.94,22,7,11.1,clear sky
492,Kerema,PG,2020-08-30 18:06:00,-7.96,145.78,76.32,90,95,6.42,overcast clouds
493,Naryan-Mar,RU,2020-08-30 18:06:01,67.67,53.09,50.04,97,100,8.37,light rain
494,Ivanava,BY,2020-08-30 18:06:01,52.15,25.54,74.8,72,0,11.3,clear sky
495,Gravdal,NO,2020-08-30 18:06:01,68.12,13.5,48.2,66,40,3.36,scattered clouds
496,Flin Flon,CA,2020-08-30 18:06:02,54.77,-101.86,59.0,72,75,5.82,broken clouds
497,Huarmey,PE,2020-08-30 18:06:02,-10.07,-78.15,67.57,64,69,11.77,broken clouds
498,San Matias,BO,2020-08-30 18:06:02,-16.37,-58.4,103.87,19,33,7.07,scattered clouds
499,Yeppoon,AU,2020-08-30 18:06:02,-23.13,150.73,60.8,82,65,5.82,broken clouds
500,Mayo,US,2020-08-30 18:06:03,38.89,-76.51,82.0,50,40,5.82,scattered clouds
501,Praia,CV,2020-08-30 18:03:06,14.92,-23.51,84.2,74,75,10.29,broken clouds
502,Watertown,US,2020-08-30 18:04:01,42.37,-71.18,78.01,38,40,17.22,scattered clouds
503,Ouidah,BJ,2020-08-30 18:06:04,6.36,2.09,77.09,78,100,14.2,overcast clouds
504,Te Anau,NZ,2020-08-30 18:06:04,-45.42,167.72,48.0,74,53,10.6,broken clouds
505,Zhigalovo,RU,2020-08-30 18:06:04,54.81,105.16,51.58,89,85,3.11,overcast clouds
506,Xiongzhou,CN,2020-08-30 18:06:04,25.12,114.3,77.43,63,46,1.77,scattered clouds
507,Bonthe,SL,2020-08-30 18:06:05,7.53,-12.51,77.7,83,100,14.74,light rain
508,Verkhoyansk,RU,2020-08-30 18:06:05,67.54,133.38,45.82,61,71,3.47,broken clouds
509,Wiarton,CA,2020-08-30 18:06:05,44.74,-81.13,69.01,63,75,6.93,broken clouds
510,Korhogo,CI,2020-08-30 18:06:05,9.45,-5.63,76.6,89,33,5.68,light rain
511,Carman,CA,2020-08-30 18:06:06,49.5,-98.0,66.2,88,1,5.82,thunderstorm
512,Jacareacanga,BR,2020-08-30 18:06:06,-6.22,-57.75,96.66,35,42,7.58,scattered clouds
513,Sobradinho,BR,2020-08-30 18:06:06,-12.83,-39.1,81.7,53,22,9.6,few clouds
514,Mackay,AU,2020-08-30 18:06:06,-21.15,149.2,60.8,87,75,3.36,broken clouds
515,Portland,US,2020-08-30 18:05:15,45.52,-122.68,63.0,72,90,5.82,overcast clouds
516,La Orilla,MX,2020-08-30 18:06:07,17.98,-102.23,82.29,81,100,6.8,light rain
517,Farrukhnagar,IN,2020-08-30 18:06:07,17.08,78.2,78.01,94,75,4.7,mist
518,Ajra,IN,2020-08-30 18:06:07,16.12,74.2,69.19,96,66,4.76,broken clouds
519,Kumluca,TR,2020-08-30 18:06:07,36.37,30.29,88.03,34,0,3.69,clear sky
520,Tandil,AR,2020-08-30 18:06:08,-37.32,-59.13,53.89,41,0,17.38,clear sky
521,Provideniya,RU,2020-08-30 18:06:08,64.38,-173.3,46.53,73,45,21.43,scattered clouds
522,Moses Lake,US,2020-08-30 18:06:09,47.13,-119.28,73.4,23,1,17.22,clear sky
523,Dhidhdhoo,MV,2020-08-30 18:06:09,6.88,73.1,83.3,76,68,9.66,light rain
524,Quthing,LS,2020-08-30 18:06:09,-30.4,27.7,39.43,57,0,2.28,clear sky
525,Malgobek,RU,2020-08-30 18:06:09,43.51,44.59,66.2,68,20,8.95,few clouds
526,Jinxiang,CN,2020-08-30 18:06:09,22.86,115.7,81.27,84,95,7.92,overcast clouds
527,Finschhafen,PG,2020-08-30 18:06:10,-6.6,147.87,79.41,72,60,9.75,broken clouds
528,Bhakkar,PK,2020-08-30 18:06:10,31.63,71.07,96.93,34,17,8.9,few clouds
529,Sinegorye,RU,2020-08-30 18:06:10,62.08,150.48,36.48,78,0,3.8,clear sky
530,Adrar,MR,2020-08-30 18:06:10,20.5,-10.07,100.13,9,42,12.97,scattered clouds
531,Stokmarknes,NO,2020-08-30 18:06:10,68.56,14.91,46.99,65,20,8.05,few clouds
532,Buala,SB,2020-08-30 18:02:55,-8.14,159.59,80.94,83,30,9.08,scattered clouds
533,Avera,US,2020-08-30 18:02:05,33.19,-82.53,89.6,70,75,6.93,broken clouds
534,Miles City,US,2020-08-30 18:04:29,46.41,-105.84,62.6,42,75,21.92,broken clouds
535,Pierre,US,2020-08-30 18:02:33,44.37,-100.35,88.0,48,1,14.99,clear sky
536,Easton,US,2020-08-30 18:06:11,40.69,-75.22,77.0,53,20,10.29,few clouds
537,Santa Isabel Do Rio Negro,BR,2020-08-30 18:06:12,-0.41,-65.02,85.89,71,98,2.28,moderate rain
538,Kalyazin,RU,2020-08-30 18:06:12,57.24,37.84,62.31,91,100,6.49,moderate rain
539,Komsomolskiy,UZ,2020-08-30 18:06:12,40.43,71.72,75.2,53,3,2.24,clear sky
540,Anolaima,CO,2020-08-30 18:06:12,4.83,-74.5,60.8,59,75,9.17,broken clouds
541,Ostuacan,MX,2020-08-30 18:06:13,17.42,-93.3,87.03,64,56,1.57,broken clouds
542,Omsukchan,RU,2020-08-30 18:06:13,62.53,155.8,33.37,92,45,2.59,scattered clouds
543,Pirovskoye,RU,2020-08-30 18:06:13,57.63,92.27,52.97,95,62,3.04,broken clouds
544,Lichinga,MZ,2020-08-30 18:06:13,-13.31,35.24,69.8,56,20,4.7,smoke
545,Basco,PH,2020-08-30 18:06:13,20.45,121.97,83.64,81,53,16.53,broken clouds
546,Kaeo,NZ,2020-08-30 18:06:14,-35.1,173.78,46.0,3,28,1.99,scattered clouds
547,Mahibadhoo,MV,2020-08-30 18:06:14,3.78,72.97,83.79,63,25,4.27,scattered clouds
